Account,Date,Sentiment,Daily_PnL,Trades_Today
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-20,Neutral,168.023469,13
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-21,Greed,165.776644,15
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-22,Neutral,31.523152,18
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-23,Neutral,122.057796,7
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-24,Neutral,437.185458,29
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-25,Fear,3455.584856,190
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-26,Extreme Fear,-200.798196,28
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-27,Extreme Fear,-195.841458,18
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-02-28,Extreme Fear,933.170538,71
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-01,Extreme Fear,109.593094,27
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-02,Fear,349.12092600000005,21
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-03,Fear,376.017126,33
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-04,Extreme Fear,444.266681,32
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-05,Extreme Fear,423.18325600000003,21
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-06,Fear,102.92652,12
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-07,Fear,781.670551,62
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-08,Fear,119.3611,31
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-09,Fear,0.0,8
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-10,Extreme Fear,0.0,16
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-11,Extreme Fear,266.837111,32
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-12,Fear,78.714444,7
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-13,Neutral,-1.2672399999999993,9
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-15,Neutral,202.313183,36
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-16,Fear,-6.342484000000001,7
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-17,Fear,-31.277088,3
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-19,Fear,-2.8135689999999993,12
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-20,Neutral,-147.78931200000002,20
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-21,Fear,39.1247,6
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-22,Fear,-1184.046158,11
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-23,Fear,0.0,2
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-24,Neutral,-216.431703,25
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-25,Neutral,87.95347999999998,3
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-26,Neutral,69.285,3
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-30,Fear,0.0,3
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-31,Fear,798.187528,16
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-01,Fear,-680.287463,19
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-02,Fear,93.006465,4
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-03,Fear,7.052034,14
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-04,Fear,0.0,2
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-05,Fear,-132.88134,25
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-06,Fear,-1400.5515480000001,15
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-07,Extreme Fear,-5651.552238,48
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-08,Extreme Fear,-6745.027414,42
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-09,Extreme Fear,-3911.273892,56
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-10,Fear,258.032458,21
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-11,Fear,608.246567,28
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-12,Fear,3105.920269,41
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-13,Neutral,490.32631200000003,26
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-14,Fear,263.769257,7
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-16,Fear,17.022667,11
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-17,Fear,169.67583499999998,29
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-19,Fear,64.128219,2
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-20,Fear,12.652267000000005,21
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-21,Fear,-2.1503300000000003,12
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-22,Neutral,-282.266207,14
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-23,Greed,511.720343,45
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-24,Greed,350.896638,24
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-25,Greed,0.0,7
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-26,Greed,147.607393,18
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-27,Greed,361.183441,13
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-28,Neutral,146.420556,9
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-29,Greed,30.495403,7
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-05-01,Neutral,37.385304,7
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-14,Extreme Greed,0.0,1
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-19,Extreme Greed,7440.638159,89
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-20,Greed,53635.529649,238
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-27,Greed,357.346725,18
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-30,Greed,2227.18659,38
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-08,Greed,0.0,139
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-09,Greed,35352.95374,96
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-10,Neutral,2812.7685,27
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-12,Greed,927.412681,390
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-13,Greed,0.0,23
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-16,Extreme Greed,13963.52,4
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-19,Extreme Greed,1519.769822,30
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-20,Extreme Greed,-2427.873799,43
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-20,Neutral,0.0,13
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-24,Neutral,856.4737299999999,41
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-25,Fear,11271.895074,215
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-26,Extreme Fear,22137.551238,50
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-27,Extreme Fear,503.31943,12
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-28,Extreme Fear,22299.186495,89
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-03,Fear,0.0,19
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-04,Extreme Fear,0.0,155
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-06,Fear,5109.859504,15
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-07,Fear,0.0,57
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-10,Extreme Fear,0.08712,114
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-11,Extreme Fear,0.0,84
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-13,Neutral,0.0,15
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-20,Neutral,4839.59228,195
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-21,Fear,0.0,17
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-22,Fear,4350.379248,53
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-23,Fear,2897.148962,76
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-24,Neutral,48946.705539,185
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-25,Neutral,30531.101000000002,50
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-26,Neutral,9261.449882,140
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-29,Fear,314.6728,23
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-30,Fear,5362.529222,21
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-31,Fear,4750.8109939999995,47
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-02,Fear,444.205198,16
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-03,Fear,0.0,60
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-04,Fear,0.0,51
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-05,Fear,31134.240601999998,102
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-06,Fear,0.0,103
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-07,Extreme Fear,13642.628143,189
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-08,Extreme Fear,221.0,3
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-09,Extreme Fear,107892.62706,290
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-10,Fear,84856.33534,222
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-11,Fear,122461.112004,74
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-12,Fear,0.0,68
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-14,Fear,21531.8321,76
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-15,Fear,0.0,51
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-16,Fear,3088.0,1
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-17,Fear,-110.0,6
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-21,Fear,-681.29819,23
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-22,Neutral,132.0,6
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-23,Greed,2875.230157,121
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-24,Greed,459.24741,23
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-25,Greed,0.0,3
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-26,Greed,47.876234000000004,41
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-30,Greed,510.0,5
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-13,Extreme Greed,0.0,7
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-14,Extreme Greed,65.480454,1
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-15,Extreme Greed,338.42832,8
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-16,Extreme Greed,228.57984,6
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-17,Extreme Greed,429.683075,14
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-18,Extreme Greed,0.0,12
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-19,Extreme Greed,0.0,4
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-21,Extreme Greed,0.0,1
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-25,Extreme Greed,1302.916428,7
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-26,Extreme Greed,20.599193,7
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-27,Extreme Greed,189.192,27
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-28,Extreme Greed,0.0,3
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-29,Extreme Greed,883.097404,15
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-31,Extreme Greed,912.786145,13
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-01,Extreme Greed,0.840939,29
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-02,Extreme Greed,883.760812,37
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-04,Greed,0.0,32
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-05,Extreme Greed,4444.4983010000005,10
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-06,Extreme Greed,236.33513399999998,16
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-07,Extreme Greed,0.0,23
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-08,Extreme Greed,0.0,28
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-09,Extreme Greed,0.0,3
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-10,Extreme Greed,5207.443414,41
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-11,Extreme Greed,389.743164,16
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-12,Extreme Greed,0.0,21
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-13,Greed,0.0,18
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-14,Greed,-36565.98544,64
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-15,Greed,0.0,3
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-19,Greed,1946.4454620000001,35
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-20,Greed,0.0,2
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-22,Greed,0.0,9
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-23,Greed,759.2148159999999,54
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-24,Greed,279.185907,20
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-25,Greed,0.0,6
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-27,Greed,4281.488139,27
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-28,Greed,0.0,8
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-29,Greed,526.9338359999999,31
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-30,Greed,0.0,24
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-01,Neutral,0.0,14
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-03,Neutral,5319.861625,23
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-04,Greed,0.0,6
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-05,Greed,0.0,4
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-06,Greed,968.59038,9
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-07,Greed,656.21704,10
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-08,Greed,0.0,10
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-09,Greed,1147.595856,25
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-10,Greed,2101.741695,22
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-11,Neutral,251.604742,9
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-12,Greed,0.0,10
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-13,Greed,2136.853859,25
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-14,Greed,1150.5233050000002,23
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-15,Greed,948.970582,36
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-16,Greed,214.5898,24
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-18,Greed,3522.3946610000003,25
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-19,Greed,0.0,8
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-20,Greed,0.0,7
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-21,Extreme Greed,6017.309216,53
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-22,Extreme Greed,0.0,6
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-07,Extreme Greed,7329.223137999999,52
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-08,Greed,0.0,7
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-09,Extreme Greed,0.0,5
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-10,Greed,0.0,4
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-11,Greed,0.0,21
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-14,Greed,0.0,16
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-15,Greed,2084.433906,38
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-17,Greed,1268.7590360000002,14
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-18,Greed,0.0,7
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-19,Greed,2053.973644,17
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-20,Greed,0.0,4
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-21,Greed,773.5582039999999,11
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-22,Neutral,0.0,3
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-24,Neutral,0.0,21
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-26,Neutral,4197.732182,31
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-27,Fear,0.0,12
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-29,Fear,1842.738325,17
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-30,Neutral,0.0,3
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-01,Neutral,1202.488212,13
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-03,Neutral,1118.387284,10
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-04,Fear,0.0,14
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-05,Fear,0.0,20
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-10,Fear,11595.627026,43
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-11,Fear,1876.812082,19
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-12,Fear,0.0,10
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-13,Fear,2678.839374,13
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-14,Fear,0.0,7
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-15,Neutral,0.0,21
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-16,Greed,0.0,22
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-17,Greed,0.0,9
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-18,Greed,2569.979964,53
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-19,Greed,2120.091364,16
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-20,Greed,129.66130099999998,9
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-21,Greed,0.0,3
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-22,Greed,2273.29301,21
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-23,Greed,0.0,2
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-24,Greed,0.0,21
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-25,Greed,0.0,65
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-26,Greed,0.0,10
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-27,Greed,6400.623656,52
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-28,Greed,0.0,3
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-30,Greed,0.0,6
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-31,Greed,0.0,3
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-01,Neutral,0.0,13
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-02,Greed,0.0,36
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-03,Fear,0.0,13
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-04,Fear,-108604.496278,72
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-05,Fear,-4779.219012,17
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-09,Neutral,11147.900554,12
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-11,Fear,847.7766200000001,8
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-12,Fear,858.6705000000001,16
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-13,Fear,0.0,5
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-14,Fear,2168.9015130000003,9
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-16,Fear,0.0,2
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-18,Fear,307.201888,14
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-20,Fear,192.602844,8
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-23,Fear,1005.30527,10
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-24,Greed,0.0,2
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-25,Neutral,0.0,4
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-26,Greed,231.236918,5
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-27,Neutral,0.0,7
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-28,Fear,0.0,7
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-30,Fear,0.0,3
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-02,Fear,0.0,2
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-04,Fear,0.0,1
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-06,Extreme Fear,0.0,4
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-20,Neutral,9585.03428,12
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-22,Neutral,0.0,3
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-23,Neutral,334.760796,2
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-25,Greed,0.0,6
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-26,Neutral,439.812513,3
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-27,Greed,0.0,10
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-30,Greed,2710.626288,10
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-01,Neutral,0.0,4
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-02,Fear,0.0,4
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-03,Fear,0.0,4
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-05,Neutral,5767.161892,36
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-06,Neutral,130.487079,22
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-07,Neutral,0.0,21
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-08,Neutral,5396.546638,35
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-09,Neutral,396.06272,14
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-10,Fear,0.0,16
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-11,Fear,8885.327477,25
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-12,Neutral,541.55471,10
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-13,Neutral,0.0,10
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-14,Neutral,1913.61958,5
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-15,Greed,1170.2260760000001,7
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-16,Greed,219.480876,11
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-17,Greed,36.11496,8
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-18,Greed,333.219141,6
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-19,Greed,0.0,4
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-20,Greed,229.060526,6
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-21,Greed,0.0,11
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-22,Greed,0.0,3
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-23,Greed,-46.489941,18
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-25,Greed,4543.862071,25
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-27,Greed,666.6623079999999,4
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-28,Greed,0.0,9
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-29,Greed,0.0,37
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-31,Extreme Greed,765.475192,28
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-01,Extreme Greed,1040.5747959999999,9
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-02,Greed,0.0,2
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-03,Greed,0.0,4
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-04,Greed,2259.351364,26
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-05,Greed,678.4759280000001,10
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-06,Greed,2821.24842,12
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-07,Extreme Greed,628.96246,2
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-08,Extreme Greed,646.3734049999999,24
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-09,Extreme Greed,0.0,9
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-10,Extreme Greed,548.36595,8
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-11,Extreme Greed,1479.677222,20
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-11-12,Extreme Greed,2053.119744,74
